## Site Characteristics
        Country='China'
        Station='Unknown'
        Description=''
        Source='NASA/POWER Source Native Resolution Daily Data'
        Contact='Herman Berghuijs (herman.berghuijs@wur.nl)'
        Longitude=127.0958328;Latitude=45.83750153;Elevation=139.04;AngstromA=0.29;AngstromB=0.49;HasSunshine=False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20000611,28760.0,13.81,31.23,0.986824088981482, 2.0, 0.01,0
20000612,24150.0,15.71,35.32,1.0553592012559259, 3.6, 0.15,0
20000613,23310.0,15.94,29.87,1.109852890889037, 3.58, 1.51,0
20000614,15480.0,12.84,25.41,0.9280119266085729, 2.02, 0.19,0
20000615,29630.0,11.65,30.35,0.9943162285943281, 1.38, 0.07,0
20000616,26090.0,16.48,32.61,0.9834350419916785, 2.2, 0.0,0
20000617,27640.0,12.23,32.55,0.8888888461709273, 2.29, 0.01,0
20000618,15950.0,18.84,31.73,1.2461833511317946, 3.6, 1.26,0
20000619,25710.0,15.07,30.36,0.9929503064415945, 2.7, 0.28,0
20000620,21730.0,17.27,31.74,0.9560293557197794, 1.63, 0.01,0
20000621,24630.0,16.11,34.07,1.1906200090027819, 2.04, 0.04,0
20000622,23550.0,19.92,33.79,1.7791728136093212, 2.53, 1.3,0
20000623,26860.0,20.83,34.9,1.6759275151426174, 3.53, 0.05,0
20000624,13040.0,17.9,32.09,1.9157358641201396, 3.57, 10.77,0
20000625,27110.0,16.36,29.08,1.1511664840611047, 3.37, 1.8399999999999999,0
20000626,27550.0,14.35,32.67,1.1341745065867095, 3.67, 0.32,0
20000627,28790.0,16.81,33.92,1.3444594212063117, 1.72, 0.12,0
20000628,28950.0,17.83,34.86,1.425853034173743, 1.92, 0.0,0
20000629,12300.0,20.34,32.57,1.5810541750020255, 1.67, 1.42,0
20000630,13120.0,18.46,26.57,1.9987248615181554, 1.81, 15.0,0
20000701,20250.0,16.66,28.23,1.832270385933914, 1.56, 3.58,0
20000702,29080.0,18.72,33.18,1.8032432948982464, 0.84, 0.2,0
20000703,28340.0,19.25,36.45,1.8101727865288293, 2.36, 0.01,0
20000704,27130.0,21.8,36.55,2.0523382124067306, 3.03, 2.2,0
20000705,26230.0,21.2,34.94,1.879565756952523, 2.95, 0.8199999999999998,0
20000706,29340.0,18.4,33.94,1.409050914670372, 2.87, 0.0,0
20000707,28080.0,19.54,35.34,1.4109091886099359, 1.51, 0.0,0
20000708,27420.0,20.31,36.45,1.5184700605013797, 1.21, 0.0,0
20000709,27760.0,20.33,38.43,1.5115426161329033, 2.69, 0.0,0
20000710,26950.0,24.18,37.5,1.8136462757016276, 3.4, 0.0,0
20000711,21380.0,25.1,35.62,1.7678100049635117, 3.54, 0.02,0
20000712,22070.0,21.2,36.08,1.1189191652204669, 3.22, 0.03,0
20000713,27280.0,18.82,33.99,0.7534747254231049, 2.69, 0.0,0
20000714,14880.0,20.43,35.73,0.9038572801139643, 1.57, 0.01,0
20000715,24090.0,21.42,36.53,1.1922225867310254, 1.04, 2.39,0
20000716,21760.0,21.92,30.37,2.1755547256397016, 1.33, 13.27,0
20000717,14710.0,21.82,32.59,2.4012512762090523, 2.23, 8.08,0
20000718,10560.0,19.32,26.32,2.271109746368761, 1.87, 9.92,0
20000719,14320.0,17.9,29.77,2.1019261023293674, 1.97, 6.15,0
20000720,9130.0,21.63,30.7,2.6503841323593065, 4.7, 22.42,0
20000721,13840.0,19.75,29.67,2.080920622754737, 4.31, 9.77,0
20000722,14940.0,17.49,25.49,1.7780336591807981, 3.19, 3.51,0
20000723,21510.0,15.83,26.82,1.6587050424155707, 2.32, 2.71,0
20000724,15620.0,13.3,25.46,1.3933421778648425, 2.61, 0.05,0
20000725,25260.0,15.07,28.92,1.3373472140642026, 1.27, 0.37,0
20000726,14320.0,16.13,29.8,1.6069229842912525, 2.13, 2.07,0
20000727,21110.0,15.91,28.67,1.946341913605991, 2.64, 2.34,0
20000728,11260.0,17.42,28.47,1.7553844361500226, 4.59, 11.68,0
20000729,13630.0,17.3,29.74,1.9873971889021356, 5.58, 4.15,0
20000730,14630.0,16.95,25.77,1.7108435536571478, 2.7, 5.300000000000001,0
20000731,22670.0,15.42,28.98,1.5565646290344208, 0.84, 0.0,0
20000801,23430.0,16.82,29.53,1.6845974116405884, 1.0, 0.16,0
20000802,22490.0,20.5,30.2,1.781453041832203, 0.63, 6.75,0
20000803,24870.0,19.05,32.11,1.8498824835886514, 1.12, 0.1,0
20000804,12770.0,20.75,27.03,2.1085282620433463, 0.91, 2.07,0
20000805,25090.0,19.42,31.86,2.0215499355810196, 0.76, 0.31,0
20000806,15010.0,20.37,29.86,2.1905482508197767, 1.23, 7.27,0
20000807,24340.0,20.36,32.14,2.261251292375689, 0.92, 0.62,0
20000808,21900.0,20.64,33.4,2.222190790858931, 1.34, 2.59,0
20000809,10290.0,22.53,29.23,2.5801527260359443, 2.19, 31.550000000000004,0
20000810,8720.0,20.47,27.91,2.645543139360409, 2.22, 23.65,0
20000811,25540.0,17.48,29.6,2.1728382994346496, 1.88, 0.04,0
20000812,20410.0,18.45,30.17,2.2166591873856594, 1.95, 0.24,0
20000813,11460.0,20.34,27.57,2.5644197206554633, 2.1, 5.97,0
20000814,14570.0,22.22,27.4,2.7140247761547838, 2.69, 21.13,0
20000815,14270.0,22.05,29.86,2.6861217823910337, 3.62, 5.24,0
20000816,23840.0,19.27,28.47,2.338281270927446, 2.81, 2.3,0
20000817,24750.0,16.22,28.33,1.6100520567450503, 2.53, 0.37,0
20000818,24270.0,16.99,28.06,1.3551900463455682, 1.02, 0.0,0
20000819,24230.0,17.07,28.3,1.5274177129026665, 1.39, 0.0,0
20000820,17150.0,14.61,25.62,1.6608493270472218, 1.98, 0.01,0
20000821,11390.0,16.62,24.75,1.7285395448016492, 2.95, 1.85,0
20000822,14090.0,17.35,27.09,1.9084534554069004, 2.47, 2.48,0
20000823,8770.0,17.2,26.58,2.0075743207858254, 2.24, 14.73,0
20000824,13950.0,16.94,25.48,1.9549879848189868, 3.37, 9.49,0
20000825,21030.0,15.32,26.8,1.6173740222631403, 2.64, 0.67,0
20000826,15750.0,14.31,24.81,1.7307627880140952, 1.16, 0.62,0
20000827,13950.0,15.91,25.89,1.8975753124757166, 2.47, 0.17,0
20000828,16990.0,17.45,27.67,2.0652873243096024, 1.24, 0.26,0
20000829,8380.000000000002,18.61,28.66,2.0770026187312354, 1.93, 1.8399999999999999,0
20000830,17050.0,18.93,30.09,2.057509302601041, 2.23, 0.43999999999999995,0
20000831,7610.0,18.36,23.82,2.1837218414652266, 1.68, 1.7599999999999998,0
20000901,12670.0,17.48,28.03,2.162002249989341, 2.44, 4.09,0
20000902,21500.0,17.69,29.9,1.9279273147978069, 1.45, 0.13,0
20000903,22790.0,17.08,30.94,1.7285395448016492, 1.89, 0.0,0
20000904,12460.0,14.86,28.07,1.638455131430802, 3.44, 2.18,0
20000905,13920.0,11.31,22.63,1.0053033228034165, 1.79, 0.20999999999999996,0
20000906,18500.0,10.64,23.11,0.8115454715097727, 1.33, 0.16,0
20000907,21300.0,8.83,24.77,0.9841120299720463, 2.3, 0.56,0
20000908,17440.0,12.36,26.72,1.1023471119888075, 3.83, 0.66,0
20000909,14240.0,9.32,22.9,1.210789053064508, 2.31, 1.69,0
20000910,17810.0,6.85,18.84,0.8626162053693301, 3.0, 0.08,0
20000911,19390.0,5.97,21.58,0.9507610776980766, 1.98, 0.0,0
20000912,19990.0,11.25,23.98,1.0403303309606557, 0.8, 0.0,0
20000913,19850.0,9.68,25.26,1.0800971266534045, 1.2, 0.0,0
20000914,19700.0,12.54,25.85,1.0808323746471178, 1.07, 0.0,0
20000915,13750.0,11.46,26.13,1.147285129463844, 1.78, 0.0,0
20000916,9730.0,11.95,21.55,1.2378719427994167, 2.15, 0.48,0
20000917,12180.0,9.58,17.89,0.8435113111377235, 4.92, 1.79,0
20000918,19340.0,5.95,20.87,0.6991033827118849, 2.9, 0.07,0
20000919,17610.0,5.75,25.75,1.0691211163174248, 2.57, 0.78,0
20000920,18340.0,11.38,22.28,0.8242012151358525, 2.67, 3.03,0
20000921,13470.0,7.48,23.94,0.8405601323256335, 2.04, 0.0,0
20000922,17180.0,12.0,24.66,1.593425236770613, 1.76, 0.04,0
20000923,15810.0,14.11,24.89,1.665145191266046, 2.92, 10.69,0
20000924,17590.0,8.59,19.7,0.8680577469047717, 2.15, 0.8499999999999999,0
20000925,18470.0,5.92,22.48,0.7729573651910947, 2.21, 0.0,0
20000926,17790.0,5.58,22.99,0.8121169911561522, 1.44, 0.01,0
20000927,16620.000000000004,6.96,25.71,0.9325229873839785, 1.99, 0.0,0
20000928,12850.0,8.97,20.85,1.0611345653967967, 2.35, 0.0,0
20000929,3520.0,12.16,17.31,1.3915042433101785, 1.06, 7.880000000000001,0
20000930,8039.999999999999,9.19,18.58,1.2445171553891614, 2.01, 1.56,0
20001001,11100.0,5.33,18.12,1.049611529081656, 2.32, 2.64,0
20001002,8600.0,3.76,13.0,0.800753809161312, 2.04, 3.79,0
20001003,6860.0,6.06,13.59,0.9076339279529777, 3.14, 2.03,0
20001004,14530.0,4.05,15.84,0.8464716248601599, 1.41, 0.02,0
20001005,14500.0,6.08,16.17,0.7583042949234869, 0.82, 0.03,0
20001006,12800.0,3.69,16.12,0.792323720660132, 2.13, 0.0,0
20001007,4130.0,7.64,18.96,1.1683820255533355, 3.72, 26.65,0
20001008,9930.0,1.95,13.99,0.6773698299879021, 3.53, 0.01,0
20001009,15380.0,-1.68,14.22,0.5059452338601257, 2.52, 0.0,0
20001010,12860.0,3.09,16.95,0.7026171917950225, 2.63, 0.14,0
20001011,11090.0,-0.93,6.56,0.4674233315023584, 5.13, 0.37,0
20001012,12640.0,-4.24,6.66,0.3831307936662798, 3.84, 0.0,0
20001013,13930.0,-3.59,9.45,0.4614933568183811, 3.68, 0.0,0
20001014,14150.0,-1.97,12.41,0.49182395028054726, 4.43, 0.03,0
20001015,13280.0,-5.99,2.42,0.2494149505699495, 4.57, 0.0,0
20001016,12350.0,-4.57,12.23,0.39930706734179267, 6.37, 0.0,0
20001017,8560.0,-6.12,4.09,0.3158158808631333, 5.13, 0.15,0
20001018,11470.0,-7.29,4.35,0.2636199292876673, 2.57, 0.0,0
20001019,4590.0,-1.32,9.31,0.6375301401057536, 4.22, 0.24,0
20001020,12460.0,-4.13,7.66,0.4026755306719664, 2.77, 0.0,0
20001021,12040.0,-2.92,8.94,0.40730949817580364, 2.97, 0.03,0
20001022,11970.0,-4.01,10.8,0.38430877715852385, 2.72, 0.06,0
20001023,3960.0,3.49,11.88,0.9390008810807093, 3.79, 5.220000000000001,0
20001024,3940.0,-2.15,12.54,0.6440226559753575, 5.59, 0.59,0
20001025,11020.0,-5.43,3.01,0.22376008811644837, 5.87, 0.0,0
20001026,11620.0,-5.7,3.52,0.3036428380049006, 3.7, 0.0,0
20001027,11510.0,-5.31,6.14,0.34093944523427666, 2.77, 0.0,0
20001028,11430.0,-4.59,5.8,0.34120469969791967, 3.42, 0.0,0
20001029,11200.0,-5.22,5.48,0.34520556631860916, 2.94, 0.0,0
20001030,8090.0,-3.53,4.54,0.40022325137670567, 2.45, 0.0,0
20001031,11080.0,-3.61,6.74,0.4331596840310698, 2.25, 0.0,0
20001101,11080.0,-4.13,8.77,0.4183064869551806, 2.92, 0.0,0
20001102,11100.0,-1.96,9.38,0.4632305082922088, 4.42, 0.0,0
20001103,10970.0,-3.76,9.7,0.48092329826010094, 2.56, 0.0,0
20001104,3060.0,-0.53,7.07,0.5765624387310161, 5.6, 3.07,0
20001105,9690.0,-3.39,4.84,0.33541123527201405, 4.92, 0.0,0
20001106,8710.0,-3.08,5.01,0.44343132610476305, 1.43, 0.55,0
20001107,6090.0,-6.73,-2.08,0.2322888337746635, 6.05, 0.01,0
20001108,9530.0,-10.52,-4.65,0.19998683911836446, 3.77, 0.0,0
20001109,9660.0,-12.63,-3.52,0.1933240389793035, 2.23, 0.0,0
20001110,9420.0,-13.66,-3.6,0.18149484801936622, 2.25, 0.0,0
20001111,7410.0,-13.15,-2.2,0.2246734167732555, 2.91, 0.01,0
20001112,7410.0,-8.5,-2.01,0.26829796379234633, 2.95, 0.04,0
20001113,8670.0,-9.32,1.74,0.3079762240628157, 2.75, 0.0,0
20001114,9400.0,-5.11,3.24,0.354978083650152, 4.64, 0.18,0
20001115,8170.0,-12.01,-4.79,0.1805890581739944, 4.06, 0.01,0
20001116,5830.0,-13.48,-4.44,0.20064769835300253, 1.28, 0.04,0
20001117,7790.0,-12.07,-7.0,0.21817088143857105, 2.32, 0.08,0
20001118,8530.0,-14.81,-6.79,0.16960200719771035, 2.52, 0.0,0
20001119,3980.0,-15.1,-6.76,0.19867093736040298, 1.74, 0.24,0
20001120,8400.0,-14.51,-7.14,0.17363203125891935, 2.88, 0.9299999999999999,0
20001121,7680.0,-17.47,-9.49,0.14303813626702447, 3.02, 0.02,0
20001122,3400.0,-18.07,-8.64,0.20719379880800382, 3.47, 3.43,0
20001123,5960.0,-16.99,-9.24,0.17088817450982588, 2.99, 0.02,0
20001124,6150.0,-19.08,-8.68,0.1601601118861247, 1.77, 0.0,0
20001125,3290.0,-17.46,-11.08,0.1811924689118796, 3.1, 3.2,0
20001126,7600.0,-19.56,-12.11,0.14978212127666257, 1.4, 0.01,0
20001127,7490.0,-18.19,-10.01,0.17276133470171962, 2.18, 0.02,0
20001128,7050.0,-18.87,-9.36,0.16790055424409409, 3.44, 0.02,0
20001129,7640.0,-15.32,-8.6,0.19412583786415372, 2.61, 0.04,0
20001130,7540.0,-17.17,-9.04,0.18362413267341915, 2.49, 0.02,0
20001201,7540.0,-15.72,-4.73,0.23666076964255384, 2.78, 0.01,0
20001202,5840.0,-17.33,-6.43,0.21906386829396488, 4.96, 0.07,0
20001203,7620.0,-20.07,-9.46,0.12067425881797429, 3.11, 0.0,0
20001204,3540.0,-22.4,-14.2,0.10854112283624479, 4.9, 1.11,0
20001205,5060.0,-26.92,-16.21,0.0703772556327555, 3.71, 0.0,0
20001206,4830.0,-25.84,-18.35,0.08702408157290296, 1.52, 0.12,0
20001207,6310.0,-21.07,-12.91,0.12581393011601275, 2.42, 0.16,0
20001208,5740.0,-19.8,-10.51,0.15627820903356393, 1.96, 0.15,0
20001209,3110.0,-20.77,-15.21,0.13002067689932548, 2.88, 1.1,0
20001210,5400.0,-25.07,-16.35,0.09409231444470417, 3.47, 0.03,0
20001211,5400.0,-26.4,-16.14,0.08355809730641106, 4.45, 0.0,0
20001212,5900.0,-25.83,-15.26,0.09267206140455203, 3.29, 0.0,0
20001213,5810.0,-21.83,-13.14,0.13821883958809592, 2.35, 0.05,0
20001214,5800.0,-21.08,-10.65,0.1560136140310483, 3.11, 0.04,0
20001215,5840.0,-19.24,-9.5,0.1890451206627343, 4.87, 0.52,0
20001216,6420.0,-24.36,-12.79,0.1187958236138667, 3.56, 0.01,0
20001217,5370.0,-21.25,-13.12,0.1341215119884942, 1.77, 0.01,0
20001218,3100.0,-20.92,-13.12,0.15975458327664815, 4.37, 3.13,0
20001219,6510.0,-23.78,-13.26,0.12375653499472168, 2.84, 0.12,0
20001220,5980.0,-22.21,-11.16,0.1680417580144211, 2.94, 1.08,0
20001221,6610.0,-24.31,-16.87,0.0979463638090353, 1.61, 0.13,0
20001222,6370.0,-26.74,-17.79,0.08485265379984293, 1.75, 0.01,0
20001223,5960.0,-24.14,-16.83,0.09029353401849684, 1.49, 0.01,0
20001224,5670.0,-26.83,-19.51,0.07706518276498632, 2.12, 0.02,0
20001225,5460.0,-30.86,-21.83,0.05675227523707637, 3.25, 0.01,0
20001226,5500.0,-32.72,-21.59,0.052818248989164866, 2.79, 0.0,0
20001227,5640.0,-30.29,-21.39,0.06535842917956895, 1.88, 0.0,0
20001228,6260.0,-28.26,-18.91,0.07956254364934873, 2.56, 0.01,0
20001229,6340.0,-22.5,-14.23,0.1373905406966854, 2.09, 0.31,0
20001230,2230.0,-19.56,-15.3,0.14775490750836198, 5.11, 4.34,0
20001231,5800.0,-28.11,-19.71,0.07784238574216738, 2.89, 0.06,0
20010101,7640.0,-29.19,-22.03,0.07294706774746942, 2.15, 0.05,0
20010102,7100.0,-31.2,-22.58,0.06049317010513246, 3.43, 0.01,0
20010103,6920.0,-25.52,-18.97,0.08980830739698427, 3.28, 0.08,0
20010104,7090.0,-26.94,-18.74,0.08198339119249538, 2.19, 0.02,0
20010105,7090.0,-31.03,-20.57,0.06308900008943003, 2.43, 0.01,0
20010106,7640.0,-32.27,-20.85,0.06180769323007749, 1.93, 0.0,0
20010107,5320.0,-24.45,-15.35,0.1198361447442017, 2.9, 0.26,0
20010108,5770.0,-21.36,-12.0,0.16002483371424447, 1.7, 2.52,0
20010109,6500.0,-33.01,-15.38,0.07477514222886454, 2.87, 0.8999999999999999,0
20010110,7610.0,-36.16,-24.52,0.03731153304638122, 2.86, 0.0,0
20010111,7720.0,-38.55,-25.21,0.035624052200044505, 2.92, 0.01,0
20010112,7860.0,-38.26,-25.03,0.03558890749495273, 2.57, 0.0,0
20010113,7890.0,-34.26,-23.71,0.04532624101235606, 2.49, 0.02,0
20010114,8020.0,-34.33,-23.54,0.04620726966520991, 2.87, 0.01,0
20010115,8100.0,-36.07,-21.93,0.045853026953368514, 3.02, 0.0,0
20010116,8390.0,-32.89,-21.64,0.05133405768832641, 2.82, 0.01,0
20010117,7630.0,-33.42,-18.01,0.07044212020076493, 1.97, 0.07,0
20010118,8520.0,-32.3,-22.02,0.05987340416636686, 1.97, 0.0,0
20010119,8140.000000000001,-25.47,-18.27,0.08844615740197881, 0.95, 0.03,0
20010120,8420.0,-27.96,-17.74,0.09258911820326082, 1.83, 0.02,0
20010121,8560.0,-29.18,-17.99,0.07884171308132293, 1.99, 0.01,0
20010122,8900.0,-27.84,-17.61,0.0850061300243275, 1.94, 0.02,0
20010123,9190.0,-29.5,-16.73,0.08378525417713255, 2.08, 0.01,0
20010124,7480.0,-25.59,-13.35,0.12343444734096652, 1.35, 0.12,0
20010125,9490.0,-23.28,-13.64,0.11694357864747565, 2.76, 0.02,0
20010126,8510.0,-25.53,-13.24,0.12823433249550573, 2.58, 0.01,0
20010127,7350.0,-21.62,-12.44,0.18028802538032396, 2.57, 0.10999999999999999,0
20010128,9920.0,-24.12,-13.36,0.11183499236933954, 2.75, 0.02,0
20010129,9710.0,-23.93,-12.82,0.12364908905818464, 3.46, 0.02,0
20010130,10340.0,-26.71,-13.44,0.10921208740211666, 2.54, 0.03,0
20010131,7100.0,-18.83,-8.27,0.19125316029738226, 4.96, 2.91,0
20010201,10740.0,-27.35,-18.04,0.07912933975263406, 4.73, 0.0,0
20010202,10720.0,-34.45,-21.84,0.05138292041874183, 3.9, 0.01,0
20010203,11200.0,-38.09,-23.78,0.03626202477745676, 2.85, 0.0,0
20010204,11100.0,-37.6,-22.92,0.04256625095435305, 1.94, 0.0,0
20010205,11230.0,-33.19,-19.09,0.057721726250823974, 1.94, 0.01,0
20010206,11510.0,-36.03,-20.58,0.046653532938543935, 2.68, 0.0,0
20010207,11470.0,-32.2,-18.03,0.07334980609339554, 2.56, 0.01,0
20010208,11350.0,-29.25,-14.27,0.10185081129504703, 2.0, 0.04,0
20010209,10980.0,-26.81,-16.54,0.0880490629424003, 1.84, 0.15,0
20010210,12140.0,-31.25,-17.06,0.07063703580969947, 2.28, 0.01,0
20010211,11630.0,-34.47,-18.18,0.06026713737201483, 3.42, 0.0,0
20010212,12880.0,-32.05,-16.36,0.07214753564235202, 2.94, 0.0,0
20010213,12450.0,-30.05,-16.61,0.07699487412679042, 2.9, 0.01,0
20010214,13200.0,-31.64,-15.85,0.07375453745888529, 2.98, 0.0,0
20010215,13390.0,-30.26,-13.24,0.08678907096664923, 2.54, 0.0,0
20010216,13390.0,-27.37,-11.68,0.1133163827745294, 3.41, 0.01,0
20010217,12450.0,-16.13,-6.21,0.21322980978778708, 3.91, 0.0,0
20010218,12830.0,-18.45,-6.84,0.18732620678223816, 1.77, 0.03,0
20010219,13660.0,-16.98,-4.54,0.2217623943317727, 1.97, 0.10999999999999999,0
20010220,11850.0,-15.11,-0.67,0.33228812869362073, 4.61, 0.01,0
20010221,13140.0,-13.55,-0.18,0.3297052973725286, 4.03, 0.02,0
20010222,13220.0,-17.89,-3.83,0.19949246845505375, 2.7, 0.0,0
20010223,14860.0,-23.17,-8.93,0.132398992248804, 2.71, 0.0,0
20010224,14940.0,-23.57,-9.45,0.14965469662498135, 2.55, 0.03,0
20010225,15200.0,-23.71,-7.5,0.15312935178958087, 3.18, 0.0,0
20010226,14000.0,-20.01,-2.87,0.22632577773006216, 2.4, 0.0,0
20010227,11530.0,-11.76,-0.38,0.3729593103952171, 3.86, 1.54,0
20010228,15670.0,-14.39,-2.33,0.2676557329453248, 2.14, 0.05,0
20010301,15610.0,-17.22,-3.1,0.2393576709113519, 1.63, 0.02,0
20010302,13830.0,-14.07,-2.39,0.2893575929096676, 1.99, 0.02,0
20010303,11860.0,-10.49,-4.21,0.31980179535581327, 2.12, 3.07,0
20010304,14140.0,-11.19,-7.19,0.2600549281215226, 6.36, 1.7399999999999998,0
20010305,16970.0,-19.29,-7.06,0.1827088696406968, 4.78, 0.08,0
20010306,17200.0,-20.16,-9.4,0.17774726040403133, 2.37, 0.2,0
20010307,16210.0,-16.2,-8.58,0.2028089530193826, 3.1, 0.3,0
20010308,17810.0,-21.33,-8.68,0.1612460170026064, 2.44, 0.01,0
20010309,17980.0,-16.3,-6.32,0.18347130549290283, 1.92, 0.01,0
20010310,18080.0,-16.0,-6.93,0.19046194947801587, 2.37, 0.01,0
20010311,18400.0,-19.64,-3.13,0.19188823726749593, 1.81, 0.0,0
20010312,18270.0,-19.29,-6.7,0.1825567219673692, 2.68, 0.0,0
20010313,10160.0,-11.73,3.93,0.3396159176088466, 4.45, 0.03,0
20010314,17400.0,-9.43,-0.49,0.29983651903902225, 2.73, 0.04,0
20010315,17970.0,-14.74,-0.92,0.25735775780002057, 3.89, 0.0,0
20010316,17980.0,-6.74,5.44,0.3869709963917991, 4.28, 0.0,0
20010317,15310.0,-3.51,4.28,0.46532273586403944, 3.99, 0.21999999999999997,0
20010318,16630.0,-4.98,5.04,0.3261192920330527, 4.83, 0.3,0
20010319,16830.0,-3.16,10.14,0.41703650499926515, 3.42, 1.28,0
20010320,20470.0,-5.61,-0.22,0.24424168087967293, 6.79, 0.03,0
20010321,18030.0,-9.43,0.6,0.2638309826075656, 3.28, 2.56,0
20010322,16480.0,-6.27,-0.12,0.2944392294738963, 5.59, 0.8699999999999999,0
20010323,19640.0,-5.64,1.34,0.2737034187811346, 2.91, 0.19,0
20010324,16670.000000000004,-5.09,2.84,0.3361960734629942, 2.08, 0.36,0
20010325,18030.0,-4.1,1.19,0.3977842273208947, 2.16, 1.18,0
20010326,12310.0,-3.89,-0.5,0.4094881549252156, 4.84, 3.47,0
20010327,15240.0,-5.05,2.12,0.3588443331244211, 4.53, 0.19,0
20010328,20190.0,-5.99,3.92,0.3678221648872762, 1.66, 0.03,0
20010329,19190.0,-2.35,2.87,0.3959636207346042, 1.93, 0.35,0
20010330,16950.0,-2.39,2.75,0.4705899782565853, 1.97, 0.4099999999999999,0
20010331,20490.0,-1.86,6.82,0.4820036481459858, 2.45, 0.07,0
20010401,10970.0,-2.3,9.22,0.4263218565057658, 4.47, 0.6,0
20010402,7540.0,-2.38,6.79,0.4867100457699987, 5.7, 0.99,0
20010403,21940.0,-4.29,9.51,0.40083507609533947, 3.66, 0.0,0
20010404,12990.0,-2.6,9.65,0.47413075219057854, 3.89, 0.20999999999999996,0
20010405,15320.0,-2.04,9.51,0.3875648177803034, 4.27, 0.01,0
20010406,20040.0,-3.3,13.27,0.35525301285791877, 4.31, 0.0,0
20010407,11110.0,1.06,17.37,0.4430966429449657, 7.53, 0.0,0
20010408,19610.0,-0.44,15.55,0.41356166499888086, 6.32, 0.0,0
20010409,6340.0,-2.2,13.58,0.5897895468363864, 2.03, 0.08,0
20010410,14540.0,0.07,12.21,0.47769510642350116, 6.79, 0.8299999999999998,0
20010411,16770.0,-3.87,10.64,0.3884570656863117, 2.22, 0.0,0
20010412,18800.0,-0.88,12.25,0.3881594474493646, 2.58, 0.0,0
20010413,20910.0,-2.5,12.71,0.4145067930913464, 4.35, 0.0,0
20010414,15310.0,-1.11,14.57,0.512758682595083, 4.83, 0.17,0
20010415,24260.0,-3.16,16.42,0.48056365857324324, 3.41, 0.0,0
20010416,23040.0,1.39,15.82,0.41136379375630994, 5.06, 0.0,0
20010417,17160.0,1.52,23.9,0.6139186738100775, 7.74, 0.0,0
20010418,9270.0,0.06,21.46,0.7302522156635223, 7.5, 0.0,0
20010419,26750.0,-3.64,6.92,0.2522407521255418, 4.93, 0.0,0
20010420,24310.0,-2.58,11.11,0.29983651903902225, 3.38, 0.0,0
20010421,18270.0,-0.44,11.79,0.35251220753893203, 3.21, 0.0,0
20010422,13810.0,-0.49,12.53,0.3914444011967402, 3.31, 1.28,0
20010423,10320.0,0.88,9.78,0.5142837681978567, 5.12, 1.23,0
20010424,20790.0,-1.52,15.0,0.4874377079319274, 3.13, 0.01,0
20010425,24460.0,-0.46,17.14,0.43447309383682947, 2.64, 0.0,0
20010426,24930.0,1.97,21.88,0.5063216449289973, 3.24, 0.0,0
20010427,22160.0,2.62,24.25,0.6006513240080533, 4.54, 0.0,0
20010428,23370.0,5.8,20.72,0.5336890241266956, 6.31, 0.0,0
20010429,25990.0,2.71,25.19,0.5066983039351127, 1.98, 0.0,0
20010430,15810.0,7.42,26.56,0.7423111773389321, 4.85, 0.34,0
20010501,18750.0,4.23,22.97,0.7940034453235212, 2.77, 0.05,0
20010502,16890.0,7.82,24.51,0.9357569943422184, 5.35, 0.31,0
20010503,23230.0,6.64,21.83,0.8500360935253849, 1.66, 0.15,0
20010504,19900.0,3.46,15.24,0.45017220891636955, 6.05, 1.17,0
20010505,21770.0,1.95,12.2,0.4663719858725415, 6.62, 1.47,0
20010506,26660.0,1.17,18.78,0.48272507512150187, 3.72, 0.0,0
20010507,18950.0,4.39,18.49,0.8052821355212094, 4.6, 1.94,0
20010508,22930.0,3.57,20.3,0.6430915905568553, 1.66, 0.14,0
20010509,13010.0,5.02,13.35,0.908895897954157, 2.07, 3.38,0
20010510,17610.0,6.68,17.8,0.9586731272236175, 2.39, 1.45,0
20010511,28340.0,6.67,25.56,0.7735048376533377, 3.84, 0.0,0
20010512,26330.0,10.19,31.02,0.7465466190225897, 5.91, 0.0,0
20010513,22940.0,14.15,33.0,0.9547098805994152, 7.37, 0.0,0
20010514,22380.0,17.18,30.66,1.2018779550560699, 7.95, 0.62,0
20010515,19050.0,8.27,18.33,0.8839481649806642, 5.4, 4.26,0
20010516,21500.0,6.8,19.35,0.6519849393564036, 4.38, 0.09,0
20010517,20870.0,10.28,24.25,1.0438914352743032, 1.98, 1.31,0
20010518,9620.0,8.52,19.57,0.8656355584784106, 4.41, 0.6,0
20010519,19980.0,7.41,25.91,0.8839481649806642, 1.92, 0.0,0
20010520,14180.0,12.56,20.95,1.3560876522123593, 2.55, 3.37,0
20010521,18260.0,10.87,27.78,1.4437792491244752, 2.76, 0.03,0
20010522,19240.0,12.95,26.26,1.1994576882851018, 3.41, 0.01,0
20010523,20510.0,10.44,26.12,0.988182585722631, 3.0, 0.10999999999999999,0
20010524,23100.0,12.24,24.65,0.9070035223438332, 2.85, 0.0,0
20010525,5940.0,9.9,16.62,1.1136226181249442, 1.81, 3.4399999999999995,0
20010526,18140.0,8.27,22.7,0.9814065388970683, 1.7, 0.41999999999999993,0
20010527,30020.0,10.07,27.53,0.9051146206520801, 2.74, 0.01,0
